0.0,0.0,0.0,4.0,66.0,3.0,0.0,1.0,1.0
0.0,0.0,0.0,1.5,65.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,68.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,65.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,1.5,73.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,72.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,62.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,49.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,67.0,5.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,52.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,55.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,51.0,1.0,1.0,3.0,1.0
0.0,0.0,0.0,1.5,50.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,53.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,46.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,44.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,37.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,40.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,44.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,50.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,56.0,4.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,48.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,57.0,0.0,3.0,2.0,1.0
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,1.0
1.0,0.0,0.0,1.5,62.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,58.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,59.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,4.0,66.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,1.5,69.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,73.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,4.0,66.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,4.0,66.0,4.0,0.0,1.0,1.0
0.0,0.0,0.0,4.0,66.0,4.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.0,58.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.5,69.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,67.0,0.0,3.0,2.0,1.0
0.0,0.0,0.0,1.0,62.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,68.0,4.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,72.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,70.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,61.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,68.0,1.0,3.0,2.0,1.0
0.0,0.0,0.0,1.5,55.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,69.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,63.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,4.0,62.0,3.0,0.0,1.0,1.0
0.0,0.0,0.0,1.5,60.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,69.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,52.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,67.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,65.0,0.0,3.0,2.0,1.0
2.0,0.0,0.0,1.5,63.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,62.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,62.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.5,59.0,0.0,0.0,3.0,1.0
0.0,0.0,1.0,1.5,71.0,4.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,58.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,67.0,0.0,3.0,2.0,1.0
0.0,0.0,0.0,1.5,71.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,66.0,0.0,2.0,2.0,1.0
0.0,0.0,0.0,1.5,71.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,61.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,66.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,74.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,61.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.0,54.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,64.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,64.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,60.0,3.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,61.0,3.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,62.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,75.0,2.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,70.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,71.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,65.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,67.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,1.5,65.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.5,60.0,0.0,2.0,2.0,1.0
